Name,Player,Rk,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GS/G,G/MaxG,MP_sq,PTS_sq,Market_Val,Current_Sal
brucebrown,Bruce Brown,72,SF,25,BRK,72,45,24.6,3.6,7.0,0.506,0.5,1.3,0.404,3.0,5.7,0.529,0.543,1.3,1.8,0.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,9.0,0.625,0.8780487804878049,605.1600000000001,81.0,8.217057843744643,4.736102
charliebrownjr,Charlie Brown Jr,73,SG,24,TOT,22,2,8.1,0.5,1.8,0.256,0.0,0.5,0.083,0.4,1.2,0.333,0.269,0.4,0.5,0.9,0.6,0.8,1.5,0.3,0.5,0.2,0.2,0.8,1.4,0.09090909090909091,0.2682926829268293,65.61,1.9599999999999997,3.1737364546929405,
charliebrownjr,Charlie Brown Jr,73,SG,24,DAL,3,0,5.0,0.3,1.7,0.2,0.0,1.0,0.0,0.3,0.7,0.5,0.2,0.0,0.0,0.765,0.0,0.3,0.3,0.3,0.7,0.3,0.0,0.7,0.7,0.0,0.036585365853658534,25.0,0.48999999999999994,4.236869223308098,
charliebrownjr,Charlie Brown Jr,73,SG,24,PHI,19,2,8.5,0.5,1.8,0.265,0.1,0.5,0.111,0.4,1.3,0.32,0.279,0.5,0.5,0.9,0.7,0.9,1.6,0.3,0.4,0.2,0.3,0.8,1.5,0.10526315789473684,0.23170731707317074,72.25,2.25,2.5451509010342575,
chaundeebrownjr,Chaundee Brown Jr,74,SG-SF,23,TOT,5,2,20.8,2.0,6.4,0.313,1.2,3.6,0.333,0.8,2.8,0.286,0.406,1.0,1.2,0.833,0.2,3.0,3.2,0.8,0.4,0.0,0.2,1.4,6.2,0.4,0.06097560975609756,432.64000000000004,38.440000000000005,2.548501173339046,
chaundeebrownjr,Chaundee Brown Jr,74,SF,23,LAL,2,0,10.5,0.5,3.5,0.143,0.0,1.5,0.0,0.5,2.0,0.25,0.143,0.0,0.0,0.765,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.024390243902439025,110.25,1.0,0.5116190807788836,
chaundeebrownjr,Chaundee Brown Jr,74,SG,23,ATL,3,2,27.7,3.0,8.3,0.36,2.0,5.0,0.4,1.0,3.3,0.3,0.48,1.7,2.0,0.833,0.3,4.3,4.7,1.3,0.7,0.0,0.0,2.3,9.7,0.6666666666666666,0.036585365853658534,767.29,94.08999999999999,7.999354124739023,
gregbrowniii,Greg Brown III,75,SF,20,POR,48,6,13.3,1.7,4.0,0.426,0.4,1.3,0.311,1.3,2.7,0.481,0.476,0.9,1.4,0.677,0.8,2.0,2.8,0.7,0.5,0.5,0.8,1.9,4.7,0.125,0.5853658536585366,176.89000000000001,22.090000000000003,1.6046140560582467,0.925258
jaylenbrown,Jaylen Brown,76,SF,25,BOS,66,66,33.6,8.7,18.4,0.473,2.5,7.0,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,1.0,0.8048780487804879,1128.96,556.96,28.626232210796598,24.830357
mosesbrown,Moses Brown,77,C,22,TOT,40,6,8.6,1.6,2.7,0.593,0.0,0.0,0.0,1.6,2.7,0.593,0.593,1.1,1.8,0.597,1.0,2.4,3.4,0.0,0.2,0.4,0.5,1.3,4.3,0.15,0.4878048780487805,73.96,18.49,3.408275033271328,1.701593
mosesbrown,Moses Brown,77,C,22,DAL,26,1,6.5,1.0,1.9,0.54,0.0,0.0,0.0,1.0,1.9,0.54,0.54,1.0,1.7,0.628,0.6,1.7,2.3,0.0,0.1,0.3,0.5,1.1,3.1,0.038461538461538464,0.3170731707317073,42.25,9.610000000000001,2.9137449074977253,1.701593
mosesbrown,Moses Brown,77,C,22,CLE,14,5,12.6,2.6,4.1,0.638,0.0,0.0,0.0,2.6,4.1,0.638,0.638,1.1,2.1,0.552,1.6,3.6,5.3,0.0,0.3,0.5,0.4,1.8,6.4,0.35714285714285715,0.17073170731707318,158.76,40.96000000000001,3.015951215218629,1.701593
sterlingbrown,Sterling Brown,78,SG,26,DAL,49,3,12.8,1.2,3.2,0.381,0.6,1.9,0.304,0.6,1.3,0.492,0.471,0.3,0.3,0.933,0.5,2.5,3.0,0.7,0.3,0.1,0.5,1.1,3.3,0.061224489795918366,0.5975609756097561,163.84000000000003,10.889999999999999,2.6678295992798664,3.0
troybrownjr,Troy Brown Jr,79,SF,22,CHI,66,7,16.0,1.6,3.9,0.419,0.7,2.0,0.353,0.9,1.9,0.488,0.51,0.3,0.4,0.769,0.6,2.5,3.1,1.0,0.5,0.1,0.4,0.9,4.3,0.10606060606060606,0.8048780487804879,256.0,18.49,3.858611027278528,5.170564
jalenbrunson,Jalen Brunson,80,SG,25,DAL,79,61,31.9,6.4,12.8,0.502,1.2,3.2,0.373,5.2,9.6,0.545,0.549,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0.0,1.6,1.9,16.3,0.7721518987341772,0.9634146341463414,1017.6099999999999,265.69,20.186583273719982,1.802057
thomasbryant,Thomas Bryant,81,C,24,WAS,27,9,16.3,2.9,5.5,0.52,0.4,1.6,0.286,2.4,3.9,0.613,0.561,1.3,1.5,0.875,1.0,3.0,4.0,0.9,0.2,0.8,0.7,1.6,7.4,0.3333333333333333,0.32926829268292684,265.69,54.760000000000005,2.5228439368633184,8.730159
shaqbuchanan,Shaq Buchanan,82,SG,25,MEM,2,0,5.0,0.5,2.0,0.25,0.0,1.0,0.0,0.5,1.0,0.5,0.25,0.0,0.0,0.765,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.024390243902439025,25.0,1.0,2.646809921391731,
reggiebullock,Reggie Bullock,83,SF,30,DAL,68,37,28.0,3.0,7.4,0.401,2.1,5.8,0.36,0.9,1.6,0.55,0.542,0.6,0.7,0.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,8.6,0.5441176470588235,0.8292682926829268,784.0,73.96,8.761863329050934,9.536
treyburke,Trey Burke,84,PG,29,DAL,42,0,10.5,2.0,5.1,0.391,0.6,2.0,0.317,1.4,3.2,0.436,0.451,0.5,0.5,0.87,0.1,0.7,0.8,1.4,0.3,0.0,0.6,0.9,5.1,0.0,0.5121951219512195,110.25,26.009999999999998,2.995061050203671,3.333333
alecburks,Alec Burks,85,SG,30,NYK,81,44,28.6,3.5,9.0,0.391,1.9,4.8,0.404,1.6,4.2,0.378,0.499,2.7,3.3,0.822,0.6,4.3,4.9,3.0,1.0,0.3,1.1,2.7,11.7,0.5432098765432098,0.9878048780487805,817.96,136.89,12.208463775478172,9.536
jaredbutler,Jared Butler,86,SG,21,UTA,42,1,8.6,1.5,3.6,0.404,0.7,2.1,0.318,0.8,1.5,0.524,0.497,0.3,0.4,0.688,0.1,1.0,1.1,1.5,0.4,0.2,0.8,1.1,3.8,0.023809523809523808,0.5121951219512195,73.96,14.44,3.1649127528345895,0.925258
jimmybutler,Jimmy Butler,87,SF,32,MIA,57,57,33.9,7.0,14.5,0.48,0.5,2.0,0.233,6.5,12.5,0.52,0.496,6.9,8.0,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,1.0,0.6951219512195121,1149.2099999999998,457.9599999999999,26.91850187543298,36.0162
devontaecacok,Devontae Cacok,88,PF,25,SAS,15,0,8.1,1.4,2.1,0.677,0.0,0.0,0.0,1.4,2.1,0.677,0.677,0.3,0.5,0.571,0.5,2.3,2.8,0.4,0.5,0.5,0.2,1.1,3.1,0.0,0.18292682926829268,65.61,9.610000000000001,3.6075366841668988,
kentaviouscaldwellpope,Kentavious Caldwell-Pope,89,SG,28,WAS,77,77,30.2,4.7,10.8,0.435,2.1,5.3,0.39,2.6,5.5,0.48,0.531,1.8,2.0,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,1.0,0.9390243902439024,912.04,174.23999999999998,13.069361122780762,13.038862
facundocampazzo,Facundo Campazzo,90,PG,30,DEN,65,4,18.2,1.6,4.6,0.361,0.9,3.0,0.301,0.8,1.6,0.476,0.459,0.9,1.2,0.769,0.4,1.4,1.8,3.4,1.0,0.4,1.0,1.9,5.1,0.06153846153846154,0.7926829268292683,331.23999999999995,26.009999999999998,5.28757974913586,3.80415
vlatkocancar,Vlatko Cancar,91,PF,24,DEN,15,1,11.7,1.5,2.7,0.561,0.5,0.8,0.583,1.1,1.9,0.552,0.646,0.6,0.9,0.643,0.5,1.5,2.1,1.1,0.1,0.2,0.6,1.2,4.1,0.06666666666666667,0.18292682926829268,136.89,16.81,0.16257153276326353,1.782621
devincannady,Devin Cannady,92,PG,25,ORL,5,0,29.0,3.0,8.8,0.341,3.0,7.4,0.405,0.0,1.4,0.0,0.511,1.0,1.4,0.714,0.2,1.0,1.2,2.0,1.0,0.6,1.0,1.8,10.0,0.0,0.06097560975609756,841.0,100.0,5.47736208465124,
clintcapela,Clint Capela,93,C,27,ATL,74,73,27.6,5.0,8.2,0.613,0.0,0.0,0.0,5.0,8.1,0.614,0.613,1.1,2.3,0.473,3.8,8.1,11.9,1.2,0.7,1.3,0.6,2.2,11.1,0.9864864864864865,0.9024390243902439,761.7600000000001,123.21,14.488017084631288,17.103448
vernoncareyjr,Vernon Carey Jr,94,C,20,TOT,7,1,6.3,1.0,1.9,0.538,0.0,0.0,0.0,1.0,1.9,0.538,0.538,0.9,1.9,0.462,1.1,0.6,1.7,0.0,0.3,0.1,0.4,0.6,2.9,0.14285714285714285,0.08536585365853659,39.69,8.41,2.4608840835441734,1.517981
vernoncareyjr,Vernon Carey Jr,94,C,20,CHO,4,1,4.3,0.8,1.5,0.5,0.0,0.0,0.0,0.8,1.5,0.5,0.5,0.5,0.8,0.667,0.8,0.5,1.3,0.0,0.3,0.0,0.3,0.3,2.0,0.25,0.04878048780487805,18.49,4.0,3.8036989590243335,1.517981
vernoncareyjr,Vernon Carey Jr,94,C,20,WAS,3,0,9.0,1.3,2.3,0.571,0.0,0.0,0.0,1.3,2.3,0.571,0.571,1.3,3.3,0.4,1.7,0.7,2.3,0.0,0.3,0.3,0.7,1.0,4.0,0.0,0.036585365853658534,81.0,16.0,0.2681465607740545,1.517981
jevoncarter,Jevon Carter,95,PG,26,TOT,66,3,13.7,1.5,3.8,0.387,1.0,2.6,0.388,0.5,1.3,0.386,0.518,0.2,0.3,0.833,0.2,1.5,1.7,1.5,0.4,0.2,0.5,1.0,4.2,0.045454545454545456,0.8048780487804879,187.68999999999997,17.64,3.997636095921771,3.833333
jevoncarter,Jevon Carter,95,PG,26,BRK,46,1,12.0,1.3,3.8,0.333,0.9,2.8,0.331,0.3,1.0,0.34,0.454,0.2,0.2,0.7,0.2,1.3,1.5,1.0,0.3,0.2,0.6,1.0,3.6,0.021739130434782608,0.5609756097560976,144.0,12.96,2.398745036501075,3.833333
jevoncarter,Jevon Carter,95,PG,26,MIL,20,2,17.7,2.0,4.0,0.506,1.2,2.2,0.558,0.8,1.8,0.444,0.658,0.4,0.4,1.0,0.3,1.9,2.2,2.5,0.5,0.2,0.4,1.1,5.6,0.1,0.24390243902439024,313.28999999999996,31.359999999999996,3.214067573097272,3.833333
wendellcarterjr,Wendell Carter Jr,96,PF,22,ORL,62,61,29.9,5.8,11.0,0.525,1.1,3.5,0.327,4.7,7.6,0.615,0.576,2.3,3.3,0.691,2.2,8.2,10.5,2.8,0.6,0.7,1.9,2.7,15.0,0.9838709677419355,0.7560975609756098,894.0099999999999,225.0,15.621354895025558,6.920027
alexcaruso,Alex Caruso,97,SG,27,CHI,41,18,28.0,2.5,6.2,0.398,1.0,3.1,0.333,1.5,3.2,0.462,0.48,1.4,1.8,0.795,0.8,2.8,3.6,4.0,1.7,0.4,1.4,2.6,7.4,0.43902439024390244,0.5,784.0,54.760000000000005,7.868829038831526,8.604651
williecauleystein,Willie Cauley-Stein,98,C,28,TOT,20,2,9.2,0.8,1.8,0.457,0.1,0.1,0.5,0.8,1.7,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2.0,0.5,0.3,0.2,0.4,1.0,1.7,0.1,0.24390243902439024,84.63999999999999,2.8899999999999997,1.0886547679969825,4.2
williecauleystein,Willie Cauley-Stein,98,C,28,DAL,18,2,9.8,0.9,1.9,0.457,0.1,0.1,0.5,0.8,1.8,0.455,0.471,0.1,0.1,0.5,0.7,1.4,2.1,0.5,0.3,0.2,0.4,0.9,1.9,0.1111111111111111,0.21951219512195122,96.04000000000002,3.61,0.8569773701466801,4.2
williecauleystein,Willie Cauley-Stein,98,C,28,PHI,2,0,3.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.765,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.024390243902439025,9.0,0.0,5.852977064376339,4.2
ahmadcaver,Ahmad Caver,99,SG,25,IND,1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.012195121951219513,1.0,4.0,5.751352510577081,
justinchampagnie,Justin Champagnie,100,SF,20,TOR,36,0,7.8,0.9,1.9,0.463,0.3,0.8,0.357,0.6,1.1,0.538,0.537,0.3,0.3,1.0,1.0,1.0,2.0,0.3,0.2,0.1,0.2,0.9,2.3,0.0,0.43902439024390244,60.839999999999996,5.289999999999999,2.8974564079568905,
zylancheatham,Zylan Cheatham,101,SF,26,UTA,1,0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,25.0,0.0,3.7494569205801964,
chrischiozza,Chris Chiozza,102,PG,26,GSW,34,1,10.9,0.7,2.4,0.296,0.5,1.6,0.321,0.2,0.8,0.25,0.401,0.1,0.1,0.667,0.3,0.8,1.1,1.9,0.4,0.0,0.9,0.9,2.0,0.029411764705882353,0.4146341463414634,118.81,4.0,2.3399884189064197,
marquesechriss,Marquese Chriss,103,PF,24,DAL,34,0,10.2,1.8,3.9,0.463,0.2,0.7,0.32,1.6,3.2,0.495,0.493,0.6,1.0,0.667,1.0,2.1,3.0,0.5,0.4,0.4,0.5,1.9,4.5,0.0,0.4146341463414634,104.03999999999999,20.25,2.0024524449048506,
joshchristopher,Josh Christopher,104,SG,20,HOU,74,2,18.0,3.0,6.8,0.448,0.8,2.6,0.296,2.3,4.2,0.54,0.504,1.1,1.5,0.735,0.7,1.8,2.5,2.0,0.9,0.2,1.5,1.3,7.9,0.02702702702702703,0.9024390243902439,324.0,62.410000000000004,3.446857954665636,2.25924
garyclark,Gary Clark,105,PF,27,NOP,38,1,9.9,0.9,2.3,0.375,0.7,1.8,0.4,0.1,0.5,0.278,0.534,0.2,0.3,0.7,0.6,1.8,2.4,0.5,0.3,0.2,0.3,0.5,2.7,0.02631578947368421,0.4634146341463415,98.01,7.290000000000001,2.5124379431800676,3.382007
brandonclarke,Brandon Clarke,106,PF,25,MEM,64,1,19.5,4.5,7.0,0.644,0.1,0.3,0.227,4.4,6.6,0.666,0.65,1.3,2.0,0.654,2.1,3.2,5.3,1.3,0.6,1.1,0.5,1.9,10.4,0.015625,0.7804878048780488,380.25,108.16000000000001,7.142718902247336,2.72688
jordanclarkson,Jordan Clarkson,107,SG,29,UTA,79,1,27.1,5.9,14.1,0.419,2.4,7.6,0.318,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,16.0,0.012658227848101266,0.9634146341463414,734.4100000000001,256.0,13.59641274027556,12.42
nicclaxton,Nic Claxton,108,C,22,BRK,47,19,20.7,3.8,5.6,0.674,0.0,0.0,0.0,3.8,5.6,0.674,0.674,1.1,2.0,0.581,1.9,3.7,5.6,0.9,0.5,1.1,0.8,2.3,8.7,0.40425531914893614,0.573170731707317,428.48999999999995,75.68999999999998,5.77857413012303,
amircoffey,Amir Coffey,109,SG,24,LAC,69,30,22.7,3.1,6.8,0.453,1.4,3.7,0.378,1.7,3.1,0.542,0.556,1.5,1.7,0.863,0.4,2.5,2.9,1.8,0.6,0.2,0.7,1.3,9.0,0.43478260869565216,0.8414634146341463,515.29,81.0,6.855299612073748,
johncollins,John Collins,110,PF,24,ATL,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2,0.9814814814814815,0.6585365853658537,948.6400000000001,262.44,16.901607455720296,23.0
zachcollins,Zach Collins,111,C,24,SAS,28,4,17.9,2.7,5.5,0.49,0.5,1.5,0.341,2.2,4.1,0.544,0.535,1.9,2.3,0.8,1.6,3.8,5.5,2.2,0.5,0.8,1.6,2.4,7.8,0.14285714285714285,0.34146341463414637,320.40999999999997,60.839999999999996,1.7507050145890348,6.984127
darrencollison,Darren Collison,112,PG,34,LAL,3,0,12.3,0.7,2.3,0.286,0.0,1.0,0.0,0.7,1.3,0.5,0.286,0.0,0.0,0.765,0.0,1.3,1.3,0.7,0.3,0.0,0.3,1.7,1.3,0.0,0.036585365853658534,151.29000000000002,1.6900000000000002,1.7581057616400377,
mikeconley,Mike Conley,113,PG,34,UTA,72,72,28.6,4.8,11.0,0.435,2.3,5.8,0.408,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3.0,5.3,1.3,0.3,1.7,2.0,13.7,1.0,0.8780487804878049,817.96,187.68999999999997,16.29615794143277,21.0
patconnaughton,Pat Connaughton,114,SF,29,MIL,65,19,26.0,3.5,7.6,0.458,2.2,5.7,0.395,1.2,1.9,0.643,0.605,0.7,0.8,0.833,0.7,3.5,4.2,1.3,0.9,0.2,0.5,1.3,9.9,0.2923076923076923,0.7926829268292683,676.0,98.01,8.71552932986975,5.333333
tylercook,Tyler Cook,115,PF,24,CHI,20,2,10.0,1.2,1.9,0.605,0.0,0.0,0.0,1.2,1.9,0.605,0.605,1.1,1.6,0.656,0.8,1.9,2.7,0.2,0.2,0.2,0.4,1.4,3.4,0.1,0.24390243902439024,100.0,11.559999999999999,2.175899920165688,
sharifecooper,Sharife Cooper,116,PG,20,ATL,13,0,3.0,0.2,1.1,0.214,0.1,0.5,0.167,0.2,0.6,0.25,0.25,0.0,0.0,0.765,0.0,0.4,0.4,0.4,0.0,0.0,0.4,0.1,0.5,0.0,0.15853658536585366,9.0,0.25,4.193689925980899,
petrcornelie,Petr Cornelie,117,PF,26,DEN,13,0,2.9,0.4,1.2,0.333,0.1,0.6,0.125,0.3,0.5,0.571,0.367,0.2,0.3,0.75,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1,0.0,0.15853658536585366,8.41,1.2100000000000002,4.444680550386359,
demarcuscousins,DeMarcus Cousins,118,C,31,TOT,48,7,14.9,3.1,6.8,0.46,0.8,2.5,0.303,2.3,4.2,0.554,0.517,2.0,2.6,0.76,1.5,4.1,5.6,1.5,0.7,0.4,1.8,2.9,9.0,0.14583333333333334,0.5853658536585366,222.01000000000002,81.0,2.178433262915676,2.004047
demarcuscousins,DeMarcus Cousins,118,C,31,MIL,17,5,16.9,3.2,6.9,0.466,0.8,2.8,0.271,2.5,4.1,0.6,0.521,1.8,2.2,0.816,1.4,4.4,5.8,1.1,0.9,0.5,0.9,2.7,9.1,0.29411764705882354,0.2073170731707317,285.60999999999996,82.80999999999999,3.162846244414539,2.004047
demarcuscousins,DeMarcus Cousins,118,C,31,DEN,31,2,13.9,3.0,6.6,0.456,0.8,2.4,0.324,2.3,4.3,0.53,0.515,2.1,2.8,0.736,1.6,3.9,5.5,1.7,0.6,0.4,2.2,3.0,8.9,0.06451612903225806,0.3780487804878049,193.21,79.21000000000001,0.3350629308786095,2.004047
robertcovington,Robert Covington,119,PF,31,TOT,71,42,27.3,2.9,7.0,0.42,1.8,4.8,0.378,1.1,2.2,0.509,0.548,0.8,1.0,0.841,0.8,4.7,5.5,1.3,1.5,1.3,1.1,2.7,8.5,0.5915492957746479,0.8658536585365854,745.2900000000001,72.25,7.761455827480133,12.975471
robertcovington,Robert Covington,119,PF,31,POR,48,40,29.8,2.7,7.0,0.381,1.6,4.8,0.343,1.0,2.2,0.462,0.499,0.6,0.8,0.833,0.9,4.9,5.7,1.4,1.5,1.3,1.2,2.8,7.6,0.8333333333333334,0.5853658536585366,888.0400000000001,57.76,7.8678081427010085,12.975471
robertcovington,Robert Covington,119,PF,31,LAC,23,2,22.1,3.5,7.0,0.5,2.1,4.7,0.45,1.4,2.3,0.604,0.651,1.2,1.4,0.848,0.8,4.3,5.1,1.0,1.3,1.2,0.7,2.5,10.4,0.08695652173913043,0.2804878048780488,488.4100000000001,108.16000000000001,4.57029004095198,12.975471
torreycraig,Torrey Craig,120,SF,31,TOT,78,16,20.5,2.6,5.7,0.454,1.0,3.0,0.329,1.6,2.7,0.594,0.541,0.5,0.7,0.75,1.1,2.9,4.0,1.2,0.6,0.5,0.9,1.9,6.6,0.20512820512820512,0.9512195121951219,420.25,43.559999999999995,4.7294153965242245,4.878049
torreycraig,Torrey Craig,120,SF,31,IND,51,14,20.3,2.5,5.5,0.456,0.9,2.7,0.333,1.6,2.8,0.573,0.537,0.5,0.7,0.771,1.2,2.7,3.8,1.1,0.5,0.4,0.8,1.9,6.5,0.27450980392156865,0.6219512195121951,412.09000000000003,42.25,3.588130445142635,4.878049
torreycraig,Torrey Craig,120,SF,31,PHO,27,2,20.8,2.7,5.9,0.45,1.1,3.6,0.323,1.5,2.4,0.641,0.547,0.4,0.6,0.706,1.0,3.3,4.3,1.2,0.8,0.6,1.0,2.1,6.9,0.07407407407407407,0.32926829268292684,432.64000000000004,47.61000000000001,2.244032305724126,4.878049
jaecrowder,Jae Crowder,121,PF,31,PHO,67,67,28.1,3.2,8.1,0.399,1.9,5.4,0.348,1.3,2.7,0.503,0.516,1.1,1.3,0.789,0.4,4.8,5.3,1.9,1.4,0.4,0.8,2.6,9.4,1.0,0.8170731707317073,789.6100000000001,88.36000000000001,10.86786765468029,9.7209
jarrettculver,Jarrett Culver,122,SG,22,MEM,37,0,9.1,1.4,3.6,0.378,0.3,1.3,0.255,1.1,2.4,0.443,0.422,0.4,0.9,0.471,0.4,0.9,1.3,0.9,0.5,0.1,0.5,1.1,3.5,0.0,0.45121951219512196,82.80999999999999,12.25,2.7680412012231606,6.39516
jarroncumberland,Jarron Cumberland,123,SG,24,POR,3,0,4.0,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.0,0.0,0.765,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.7,0.0,0.036585365853658534,16.0,0.48999999999999994,4.947035882416038,
cadecunningham,Cade Cunningham,124,SG,20,DET,64,64,32.6,6.7,16.1,0.416,1.8,5.7,0.314,4.9,10.4,0.472,0.471,2.2,2.6,0.845,0.9,4.6,5.5,5.6,1.2,0.7,3.7,3.1,17.4,1.0,0.7804878048780488,1062.76,302.75999999999993,18.241427425640563,10.05012
sethcurry,Seth Curry,125,SG,31,TOT,64,64,33.3,5.6,11.5,0.487,2.5,5.8,0.422,3.2,5.7,0.553,0.594,1.3,1.5,0.872,0.3,2.8,3.1,3.6,0.8,0.2,1.7,2.3,15.0,1.0,0.7804878048780488,1108.8899999999999,225.0,17.68511775224456,8.186047
sethcurry,Seth Curry,125,SG,31,PHI,45,45,34.8,5.7,11.7,0.485,2.2,5.6,0.4,3.5,6.2,0.561,0.58,1.4,1.6,0.877,0.4,3.0,3.4,4.0,0.8,0.2,1.9,2.2,15.0,1.0,0.5487804878048781,1211.0399999999997,225.0,17.83040866286657,8.186047
sethcurry,Seth Curry,125,SG,31,BRK,19,19,29.9,5.5,11.1,0.493,3.1,6.5,0.468,2.4,4.6,0.529,0.63,0.9,1.1,0.857,0.2,2.4,2.6,2.6,0.9,0.2,1.3,2.5,14.9,1.0,0.23170731707317074,894.0099999999999,222.01000000000002,13.397993183178787,8.186047
stephencurry,Stephen Curry,126,PG,33,GSW,64,64,34.5,8.4,19.1,0.437,4.5,11.7,0.38,3.9,7.4,0.527,0.554,4.3,4.7,0.923,0.5,4.7,5.2,6.3,1.3,0.4,3.2,2.0,25.5,1.0,0.7804878048780488,1190.25,650.25,35.74572486157666,45.780966
anthonydavis,Anthony Davis,127,C,28,LAL,40,40,35.1,9.3,17.4,0.532,0.3,1.8,0.186,8.9,15.6,0.571,0.542,4.4,6.1,0.713,2.7,7.2,9.9,3.1,1.2,2.3,2.1,2.4,23.2,1.0,0.4878048780487805,1232.01,538.24,29.408435801341305,35.36136
eddavis,Ed Davis,128,C,32,CLE,31,3,6.5,0.4,0.5,0.688,0.0,0.0,0.0,0.4,0.5,0.688,0.688,0.2,0.5,0.429,0.5,1.6,2.1,0.2,0.1,0.3,0.2,1.1,0.9,0.0967741935483871,0.3780487804878049,42.25,0.81,4.758165266131264,2.641691
terencedavis,Terence Davis,129,SG,24,SAC,30,11,17.9,3.8,8.9,0.423,1.6,5.0,0.329,2.1,3.9,0.542,0.515,1.2,1.5,0.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4,0.36666666666666664,0.36585365853658536,320.40999999999997,108.16000000000001,4.068394069708156,4.0
gabrieldeck,Gabriel Deck,130,PF,26,OKC,7,0,8.0,1.1,2.0,0.571,0.3,0.6,0.5,0.9,1.4,0.6,0.643,0.0,0.0,0.765,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.6,0.0,0.08536585365853659,64.0,6.760000000000001,1.0541014531519437,3.67
dewaynededmon,Dewayne Dedmon,131,C,32,MIA,67,15,15.9,2.4,4.3,0.566,0.3,0.7,0.404,2.2,3.6,0.597,0.598,1.1,1.5,0.75,1.6,4.2,5.8,0.7,0.4,0.6,1.0,2.6,6.3,0.22388059701492538,0.8170731707317073,252.81,39.69,2.714510500132781,5.256308
samdekker,Sam Dekker,132,PF,27,TOR,1,0,1.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,1.0,0.0,5.980780291793484,0.35
javindelaurier,Javin DeLaurier,133,C,23,MIL,1,0,3.0,0.0,0.0,0.441,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.765,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.012195121951219513,9.0,0.0,5.08435542928323,
demarderozan,DeMar DeRozan,134,PF,32,CHI,76,76,36.1,10.2,20.2,0.504,0.7,1.9,0.352,9.5,18.3,0.52,0.521,6.8,7.8,0.877,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,1.0,0.926829268292683,1303.21,778.41,40.499619208597984,26.0
mamadidiakite,Mamadi Diakite,135,PF,25,OKC,13,3,14.5,1.9,3.6,0.532,0.0,0.4,0.0,1.9,3.2,0.595,0.532,0.5,0.8,0.545,1.3,3.2,4.5,0.2,0.4,0.7,0.5,2.5,4.3,0.23076923076923078,0.15853658536585366,210.25,18.49,1.9120049552453402,
cheickdiallo,Cheick Diallo,136,C,25,DET,3,0,10.3,1.0,2.7,0.375,0.0,0.0,0.0,1.0,2.7,0.375,0.375,1.7,2.0,0.833,1.3,2.7,4.0,0.0,0.3,0.0,0.3,2.0,3.7,0.0,0.036585365853658534,106.09000000000002,13.690000000000001,1.2361815710552815,
